begin;end;Brown_coal/Lignite;Gas;Hard_coal;Geothermal;Solar;Wind_Offshore;Wind_Onshore
13.12.2019 13:15; 13.12.2019 13:30;14233;9307;6524;3;2939;2577;16109
13.12.2019 13:30; 13.12.2019 13:45;14260;9303;6530;3;2777;2544;15947
13.12.2019 13:45; 13.12.2019 14:00;14232;9248;6507;3;2549;2458;15530
13.12.2019 14:00; 13.12.2019 14:15;14276;9211;6485;3;2351;2392;15374
13.12.2019 14:15; 13.12.2019 14:30;14287;9195;6626;3;2068;2291;15253
13.12.2019 14:30; 13.12.2019 14:45;14288;9168;6760;3;1665;2185;15083
13.12.2019 14:45; 13.12.2019 15:00;14312;9211;6784;3;1331;2018;15092
13.12.2019 15:00; 13.12.2019 15:15;14280;9388;7147;3;964;1859;15106
13.12.2019 15:15; 13.12.2019 15:30;14228;9176;7222;3;613;1782;15061
13.12.2019 15:30; 13.12.2019 15:45;14247;9177;7292;3;312;1700;14956
13.12.2019 15:45; 13.12.2019 16:00;14261;9168;7307;3;127;1683;14852
13.12.2019 16:00; 13.12.2019 16:15;14208;9197;7620;3;30;1694;14655
13.12.2019 16:15; 13.12.2019 16:30;14356;9170;7824;3;3;1694;14439
13.12.2019 16:30; 13.12.2019 16:45;14351;9174;7884;3;0;1592;14479
13.12.2019 16:45; 13.12.2019 17:00;14318;9191;7949;3;0;1507;14421
13.12.2019 17:00; 13.12.2019 17:15;14321;9240;8057;3;0;1491;14244
13.12.2019 17:15; 13.12.2019 17:30;14361;9240;8066;3;0;1512;14209
13.12.2019 17:30; 13.12.2019 17:45;14365;9253;8065;3;0;1546;14126
13.12.2019 17:45; 13.12.2019 18:00;14316;9180;8079;3;0;1606;14074
13.12.2019 18:00; 13.12.2019 18:15;14319;9227;8018;3;0;1602;14106
13.12.2019 18:15; 13.12.2019 18:30;14331;9199;8011;3;0;1555;14130
13.12.2019 18:30; 13.12.2019 18:45;14353;9147;7944;3;0;1520;14270
13.12.2019 18:45; 13.12.2019 19:00;14345;9208;7873;3;0;1496;14330
13.12.2019 19:00; 13.12.2019 19:15;14267;9203;7759;3;0;1533;14455
13.12.2019 19:15; 13.12.2019 19:30;14254;9132;7698;3;0;1592;14501
13.12.2019 19:30; 13.12.2019 19:45;14222;8860;7577;3;0;1600;14678
13.12.2019 19:45; 13.12.2019 20:00;14072;8752;7385;3;0;1543;14938
13.12.2019 20:00; 13.12.2019 20:15;14063;8942;7131;3;0;1604;15023
13.12.2019 20:15; 13.12.2019 20:30;13980;8801;6987;3;0;1633;15105
13.12.2019 20:30; 13.12.2019 20:45;14018;8538;6499;3;0;1810;15026
13.12.2019 20:45; 13.12.2019 21:00;14197;8382;6134;3;0;1949;14898
13.12.2019 21:00; 13.12.2019 21:15;14183;8168;6039;3;0;2057;14786
13.12.2019 21:15; 13.12.2019 21:30;14200;8195;5877;3;0;2177;14797
13.12.2019 21:30; 13.12.2019 21:45;14129;8012;5806;3;0;2059;14734
13.12.2019 21:45; 13.12.2019 22:00;14107;7697;5670;3;0;2040;14871
13.12.2019 22:00; 13.12.2019 22:15;14093;7776;5354;3;0;2211;15082
13.12.2019 22:15; 13.12.2019 22:30;13786;7619;5209;3;0;2273;15634
13.12.2019 22:30; 13.12.2019 22:45;13595;7162;5083;3;0;2431;16016
13.12.2019 22:45; 13.12.2019 23:00;13045;6261;4624;3;0;2572;16344
13.12.2019 23:00; 13.12.2019 23:15;11888;5688;4046;3;0;2506;16812
13.12.2019 23:15; 13.12.2019 23:30;11174;5353;3841;3;0;2500;17044
13.12.2019 23:30; 13.12.2019 23:45;11013;5201;3818;3;0;2433;17321
13.12.2019 23:45; 14.12.2019 00:00;10849;5119;3732;3;0;2543;17723
14.12.2019 00:00; 14.12.2019 00:15;10566;4752;3296;3;0;2941;18079
14.12.2019 00:15; 14.12.2019 00:30;10351;4892;2917;3;0;3249;18545
14.12.2019 00:30; 14.12.2019 00:45;10144;4854;2537;3;0;3316;19038
14.12.2019 00:45; 14.12.2019 01:00;9899;4772;2271;3;0;3484;19244
14.12.2019 01:00; 14.12.2019 01:15;9336;4629;2052;3;0;3831;19437
14.12.2019 01:15; 14.12.2019 01:30;9225;4598;1930;3;0;3944;19478
14.12.2019 01:30; 14.12.2019 01:45;8905;4583;1737;3;0;3867;19600
14.12.2019 01:45; 14.12.2019 02:00;8180;4540;1728;3;0;3671;19868
14.12.2019 02:00; 14.12.2019 02:15;7489;4442;1701;3;0;3320;20114
14.12.2019 02:15; 14.12.2019 02:30;7231;4433;1685;3;0;3618;20227
14.12.2019 02:30; 14.12.2019 02:45;6922;4420;1701;3;0;4033;20670
14.12.2019 02:45; 14.12.2019 03:00;6881;4332;1610;3;0;4127;20974
14.12.2019 03:00; 14.12.2019 03:15;6464;4096;1419;3;0;4340;21083
14.12.2019 03:15; 14.12.2019 03:30;6278;4109;1417;3;0;4500;21241
14.12.2019 03:30; 14.12.2019 03:45;6064;4058;1418;3;0;4025;21372
14.12.2019 03:45; 14.12.2019 04:00;5729;4057;1406;3;0;4307;21374
14.12.2019 04:00; 14.12.2019 04:15;5478;4039;1392;3;0;4801;21362
14.12.2019 04:15; 14.12.2019 04:30;5489;4016;1375;3;0;4969;21382
14.12.2019 04:30; 14.12.2019 04:45;5404;4028;1360;3;0;4962;21214
14.12.2019 04:45; 14.12.2019 05:00;5365;4014;1369;3;0;5007;21445
14.12.2019 05:00; 14.12.2019 05:15;5402;4059;1387;3;0;5002;21391
14.12.2019 05:15; 14.12.2019 05:30;5423;4083;1400;3;0;4998;21504
14.12.2019 05:30; 14.12.2019 05:45;5360;4089;1405;3;0;5150;21646
14.12.2019 05:45; 14.12.2019 06:00;5404;4064;1403;3;0;5117;21782
14.12.2019 06:00; 14.12.2019 06:15;5485;4137;1417;3;0;5045;22350
14.12.2019 06:15; 14.12.2019 06:30;5502;4144;1419;3;0;5331;22415
14.12.2019 06:30; 14.12.2019 06:45;5659;4162;1470;3;0;5300;22539
14.12.2019 06:45; 14.12.2019 07:00;6159;4236;1465;3;0;5383;22867
14.12.2019 07:00; 14.12.2019 07:15;7113;4489;1476;3;0;5412;22952
14.12.2019 07:15; 14.12.2019 07:30;7571;4560;1469;3;0;5478;22775
14.12.2019 07:30; 14.12.2019 07:45;7650;4492;1465;3;0;5488;23352
14.12.2019 07:45; 14.12.2019 08:00;7699;4632;1478;3;1;5543;24008
14.12.2019 08:00; 14.12.2019 08:15;8030;4738;1500;3;6;5561;24663
14.12.2019 08:15; 14.12.2019 08:30;8171;4767;1512;3;42;5552;25016
14.12.2019 08:30; 14.12.2019 08:45;8130;4805;1503;3;125;5562;25176
14.12.2019 08:45; 14.12.2019 09:00;8105;4815;1505;3;345;5602;25687
14.12.2019 09:00; 14.12.2019 09:15;8036;4761;1515;3;690;5656;26227
14.12.2019 09:15; 14.12.2019 09:30;7935;4817;1506;3;1103;5656;26557
14.12.2019 09:30; 14.12.2019 09:45;7916;4774;1504;3;1536;5633;26989
14.12.2019 09:45; 14.12.2019 10:00;7702;4791;1499;3;1980;5644;27369
14.12.2019 10:00; 14.12.2019 10:15;7258;4759;1452;3;2428;5562;27795
14.12.2019 10:15; 14.12.2019 10:30;7075;4771;1448;3;2916;5695;28013
14.12.2019 10:30; 14.12.2019 10:45;6927;4766;1452;3;3248;5770;28254
14.12.2019 10:45; 14.12.2019 11:00;6759;4753;1455;3;3502;5786;28871
14.12.2019 11:00; 14.12.2019 11:15;6409;4552;1481;3;3931;5872;29646
14.12.2019 11:15; 14.12.2019 11:30;6154;4529;1533;3;4266;5851;30059
14.12.2019 11:30; 14.12.2019 11:45;5987;4500;1573;3;4578;5931;30637
14.12.2019 11:45; 14.12.2019 12:00;5571;4505;1608;3;4885;5990;31454
14.12.2019 12:00; 14.12.2019 12:15;5263;4259;1640;3;4901;6017;31926
14.12.2019 12:15; 14.12.2019 12:30;5204;4236;1687;3;4972;6023;32622
14.12.2019 12:30; 14.12.2019 12:45;5151;4192;1719;3;5011;5810;32632
14.12.2019 12:45; 14.12.2019 13:00;5092;4157;1721;3;5040;5913;32811
14.12.2019 13:00; 14.12.2019 13:15;4964;3956;1664;3;4863;5799;33579
14.12.2019 13:15; 14.12.2019 13:30;4956;3875;1618;3;4535;5656;34310
14.12.2019 13:30; 14.12.2019 13:45;4950;3743;1590;3;4351;5628;34798
14.12.2019 13:45; 14.12.2019 14:00;4939;3637;1569;3;4074;5727;35081
14.12.2019 14:00; 14.12.2019 14:15;4973;3605;1597;3;3680;5741;35245
14.12.2019 14:15; 14.12.2019 14:30;4970;3625;1627;3;3324;5786;35143
14.12.2019 14:30; 14.12.2019 14:45;4935;3626;1821;3;2904;5757;35149
14.12.2019 14:45; 14.12.2019 15:00;4911;3638;1923;3;2370;5757;34976
14.12.2019 15:00; 14.12.2019 15:15;4919;3678;2008;3;1787;5770;34950
14.12.2019 15:15; 14.12.2019 15:30;4927;3808;2046;3;1245;5751;34991
14.12.2019 15:30; 14.12.2019 15:45;4939;3889;2057;3;726;5762;35243
14.12.2019 15:45; 14.12.2019 16:00;4952;3969;2080;3;290;5749;35211
14.12.2019 16:00; 14.12.2019 16:15;5112;4004;2111;3;54;5746;35357
14.12.2019 16:15; 14.12.2019 16:30;5088;4008;2131;3;4;5811;35453
14.12.2019 16:30; 14.12.2019 16:45;5120;4018;2092;3;0;5803;35925
14.12.2019 16:45; 14.12.2019 17:00;5282;4080;2065;3;0;5813;35852
14.12.2019 17:00; 14.12.2019 17:15;5405;4125;2069;3;0;5902;35814
14.12.2019 17:15; 14.12.2019 17:30;5389;4157;2061;3;0;5932;35961
14.12.2019 17:30; 14.12.2019 17:45;5381;4128;2066;3;0;5852;36271
14.12.2019 17:45; 14.12.2019 18:00;5335;4119;2086;3;0;5873;36672
14.12.2019 18:00; 14.12.2019 18:15;5250;4128;2090;3;0;5884;36532
14.12.2019 18:15; 14.12.2019 18:30;5246;4146;2105;3;0;6175;36490
14.12.2019 18:30; 14.12.2019 18:45;5204;4088;2113;3;0;6238;36389
14.12.2019 18:45; 14.12.2019 19:00;5130;4035;2124;3;0;6275;36182
14.12.2019 19:00; 14.12.2019 19:15;5008;3992;2110;3;0;6460;35879
14.12.2019 19:15; 14.12.2019 19:30;4974;3915;2067;3;0;6435;35858
14.12.2019 19:30; 14.12.2019 19:45;4998;3768;2053;3;0;6462;35920
14.12.2019 19:45; 14.12.2019 20:00;4936;3586;2038;3;0;6471;35970
14.12.2019 20:00; 14.12.2019 20:15;4762;3321;2005;3;0;6470;35623
14.12.2019 20:15; 14.12.2019 20:30;4723;3238;2016;3;0;6447;36022
14.12.2019 20:30; 14.12.2019 20:45;4750;3280;1980;3;0;6161;36150
14.12.2019 20:45; 14.12.2019 21:00;4723;3266;1897;3;0;6123;35926
14.12.2019 21:00; 14.12.2019 21:15;4743;3125;1890;3;0;5872;35768
14.12.2019 21:15; 14.12.2019 21:30;4729;3090;1867;3;0;5864;35713
14.12.2019 21:30; 14.12.2019 21:45;4730;3098;1838;3;0;5863;35867
14.12.2019 21:45; 14.12.2019 22:00;4696;3128;1821;3;0;5870;35556
14.12.2019 22:00; 14.12.2019 22:15;4720;3266;1790;3;0;5874;34377
14.12.2019 22:15; 14.12.2019 22:30;4723;3238;1791;3;0;5915;34284
14.12.2019 22:30; 14.12.2019 22:45;4749;3232;1800;3;0;5929;34386
14.12.2019 22:45; 14.12.2019 23:00;4719;3138;1787;3;0;5931;33961
14.12.2019 23:00; 14.12.2019 23:15;4736;2926;1755;3;0;5926;33177
14.12.2019 23:15; 14.12.2019 23:30;4708;2925;1729;3;0;5927;32849
14.12.2019 23:30; 14.12.2019 23:45;4711;2921;1719;3;0;5914;32546
14.12.2019 23:45; 15.12.2019 00:00;4733;2935;1680;3;0;5907;31910
15.12.2019 00:00; 15.12.2019 00:15;4644;2793;1600;3;0;5905;30904
15.12.2019 00:15; 15.12.2019 00:30;4618;2875;1640;3;0;5895;30277
15.12.2019 00:30; 15.12.2019 00:45;4649;2899;1650;3;0;5891;29509
15.12.2019 00:45; 15.12.2019 01:00;4610;2880;1656;3;0;5912;28824
15.12.2019 01:00; 15.12.2019 01:15;4635;2914;1672;3;0;5943;27758
15.12.2019 01:15; 15.12.2019 01:30;4633;2915;1690;3;0;5956;26206
15.12.2019 01:30; 15.12.2019 01:45;4608;2929;1688;3;0;6064;25567
15.12.2019 01:45; 15.12.2019 02:00;4678;2993;1692;3;0;5820;25112
15.12.2019 02:00; 15.12.2019 02:15;4801;3182;1685;3;0;5422;24468
15.12.2019 02:15; 15.12.2019 02:30;4774;3135;1687;3;0;5595;23901
15.12.2019 02:30; 15.12.2019 02:45;4780;3153;1679;3;0;5928;23451
15.12.2019 02:45; 15.12.2019 03:00;4751;3041;1679;3;0;6101;23175
15.12.2019 03:00; 15.12.2019 03:15;4666;2886;1687;3;0;6284;23299
15.12.2019 03:15; 15.12.2019 03:30;4652;2890;1679;3;0;6422;23602
15.12.2019 03:30; 15.12.2019 03:45;4605;2900;1682;3;0;6324;23571
15.12.2019 03:45; 15.12.2019 04:00;4588;2903;1698;3;0;6133;23591
15.12.2019 04:00; 15.12.2019 04:15;4621;2924;1710;3;0;6218;24359
15.12.2019 04:15; 15.12.2019 04:30;4643;2885;1713;3;0;6457;25167
15.12.2019 04:30; 15.12.2019 04:45;4632;2921;1716;3;0;6491;25412
15.12.2019 04:45; 15.12.2019 05:00;4659;2916;1735;3;0;6479;25757
15.12.2019 05:00; 15.12.2019 05:15;4668;2923;1752;3;0;6493;26620
15.12.2019 05:15; 15.12.2019 05:30;4667;2913;1761;3;0;6419;27507
15.12.2019 05:30; 15.12.2019 05:45;4664;2912;1762;3;0;6433;28736
15.12.2019 05:45; 15.12.2019 06:00;4657;2918;1737;3;0;6421;29710
15.12.2019 06:00; 15.12.2019 06:15;4655;2922;1713;3;0;6383;28598
15.12.2019 06:15; 15.12.2019 06:30;4655;2866;1725;3;0;6378;28262
15.12.2019 06:30; 15.12.2019 06:45;4679;2882;1723;3;0;6299;29291
15.12.2019 06:45; 15.12.2019 07:00;4679;2876;1721;3;0;6041;29465
15.12.2019 07:00; 15.12.2019 07:15;4655;2859;1726;3;0;6116;30148
15.12.2019 07:15; 15.12.2019 07:30;4704;2859;1725;3;0;6182;31013
15.12.2019 07:30; 15.12.2019 07:45;4702;2837;1726;3;0;6256;31776
15.12.2019 07:45; 15.12.2019 08:00;4670;2849;1734;3;0;6255;32621
15.12.2019 08:00; 15.12.2019 08:15;4689;2845;1737;3;19;6195;33410
15.12.2019 08:15; 15.12.2019 08:30;4653;2842;1738;3;187;5972;33904
15.12.2019 08:30; 15.12.2019 08:45;4565;2853;1742;3;395;5692;34818
15.12.2019 08:45; 15.12.2019 09:00;4551;2873;1745;3;722;5595;35633
15.12.2019 09:00; 15.12.2019 09:15;4563;2851;1752;3;1108;5510;36500
15.12.2019 09:15; 15.12.2019 09:30;4555;2865;1756;3;1567;5536;36540
15.12.2019 09:30; 15.12.2019 09:45;4530;2870;1760;3;2111;5358;37080
15.12.2019 09:45; 15.12.2019 10:00;4530;2870;1751;3;2698;5421;37338
15.12.2019 10:00; 15.12.2019 10:15;4531;2886;1741;3;3261;5354;37495
15.12.2019 10:15; 15.12.2019 10:30;4546;2851;1746;3;3976;5233;36961
15.12.2019 10:30; 15.12.2019 10:45;4558;2873;1752;3;4678;5120;36699
15.12.2019 10:45; 15.12.2019 11:00;4151;2839;1751;3;5205;4868;36928
15.12.2019 11:00; 15.12.2019 11:15;4099;2843;1746;3;5692;4664;36627
15.12.2019 11:15; 15.12.2019 11:30;4148;2830;1754;3;6087;4497;36951
15.12.2019 11:30; 15.12.2019 11:45;4319;2813;1746;3;6409;4425;36856
15.12.2019 11:45; 15.12.2019 12:00;4250;2799;1742;3;6520;4214;36699
15.12.2019 12:00; 15.12.2019 12:15;4243;2789;1732;3;6809;4100;36757
15.12.2019 12:15; 15.12.2019 12:30;4208;2769;1779;3;6745;4128;36330
15.12.2019 12:30; 15.12.2019 12:45;4208;2790;1758;3;6741;4260;36051
15.12.2019 12:45; 15.12.2019 13:00;4201;2747;1788;3;6450;4424;35602
15.12.2019 13:00; 15.12.2019 13:15;4216;2766;1825;3;6025;4839;34890
15.12.2019 13:15; 15.12.2019 13:30;4217;2766;1860;3;5622;5156;34256
15.12.2019 13:30; 15.12.2019 13:45;4237;2787;1688;3;5123;5492;33621
15.12.2019 13:45; 15.12.2019 14:00;4337;2794;1591;3;4428;5718;33111
15.12.2019 14:00; 15.12.2019 14:15;4465;2925;1586;3;3959;5799;32593
15.12.2019 14:15; 15.12.2019 14:30;4405;3014;1592;3;3273;5956;31982
15.12.2019 14:30; 15.12.2019 14:45;4409;3150;1622;3;2539;6112;31596
15.12.2019 14:45; 15.12.2019 15:00;4437;3205;1648;3;1794;6166;31364
15.12.2019 15:00; 15.12.2019 15:15;4661;3281;1670;3;1214;6264;30966
15.12.2019 15:15; 15.12.2019 15:30;4718;3279;1677;3;745;6305;31190
15.12.2019 15:30; 15.12.2019 15:45;4888;3342;1686;3;392;6361;31554
15.12.2019 15:45; 15.12.2019 16:00;5042;3408;1700;3;156;6411;31731
15.12.2019 16:00; 15.12.2019 16:15;5495;3554;1764;3;37;6408;31172
15.12.2019 16:15; 15.12.2019 16:30;5544;3627;1768;3;3;6331;31232
15.12.2019 16:30; 15.12.2019 16:45;5667;3761;1774;3;0;6160;31514
15.12.2019 16:45; 15.12.2019 17:00;6057;3758;1782;3;0;6164;31558
15.12.2019 17:00; 15.12.2019 17:15;6305;3844;1785;3;0;6120;31729
15.12.2019 17:15; 15.12.2019 17:30;6301;3868;1786;3;0;6116;31576
15.12.2019 17:30; 15.12.2019 17:45;6242;3871;1780;3;0;6089;31548
15.12.2019 17:45; 15.12.2019 18:00;6337;3904;1863;3;0;6065;31488
15.12.2019 18:00; 15.12.2019 18:15;6786;3920;1886;3;0;5934;31330
15.12.2019 18:15; 15.12.2019 18:30;7116;3930;1928;3;0;5820;30954
15.12.2019 18:30; 15.12.2019 18:45;7373;3912;1973;3;0;5761;30629
15.12.2019 18:45; 15.12.2019 19:00;7755;3900;2032;3;0;5852;30169
15.12.2019 19:00; 15.12.2019 19:15;7982;3977;2021;3;0;5890;30106
15.12.2019 19:15; 15.12.2019 19:30;8030;4012;2018;3;0;5940;29771
15.12.2019 19:30; 15.12.2019 19:45;8101;4008;2025;3;0;5973;29631
15.12.2019 19:45; 15.12.2019 20:00;8192;4039;2064;3;0;5989;29290
15.12.2019 20:00; 15.12.2019 20:15;8433;4111;2126;3;0;5963;29261
15.12.2019 20:15; 15.12.2019 20:30;8490;4078;2135;3;0;5973;29070
15.12.2019 20:30; 15.12.2019 20:45;8461;4026;2128;3;0;5917;28659
15.12.2019 20:45; 15.12.2019 21:00;8367;4014;2138;3;0;5880;28545
15.12.2019 21:00; 15.12.2019 21:15;8086;3968;2128;3;0;5902;28360
15.12.2019 21:15; 15.12.2019 21:30;7968;3960;2125;3;0;5929;27816
15.12.2019 21:30; 15.12.2019 21:45;7943;3933;2120;3;0;6038;27058
15.12.2019 21:45; 15.12.2019 22:00;7933;3962;2118;3;0;5981;26500
15.12.2019 22:00; 15.12.2019 22:15;8227;4065;2117;3;0;6019;25372
15.12.2019 22:15; 15.12.2019 22:30;8224;4018;2107;3;0;6227;24978
15.12.2019 22:30; 15.12.2019 22:45;8249;3982;2100;3;0;6260;24382
15.12.2019 22:45; 15.12.2019 23:00;8248;4012;2340;3;0;6230;23655
15.12.2019 23:00; 15.12.2019 23:15;8463;3980;2415;3;0;6186;23125
15.12.2019 23:15; 15.12.2019 23:30;8556;3888;2463;3;0;6225;22571
15.12.2019 23:30; 15.12.2019 23:45;8633;3845;2431;3;0;6213;22001
15.12.2019 23:45; 16.12.2019 00:00;8693;3814;2330;3;0;6536;21508
16.12.2019 00:00; 16.12.2019 00:15;8988;3766;2380;3;0;6598;21049
16.12.2019 00:15; 16.12.2019 00:30;9007;3754;2391;3;0;6570;20603
16.12.2019 00:30; 16.12.2019 00:45;8994;3779;2356;3;0;6538;20020
16.12.2019 00:45; 16.12.2019 01:00;8970;3785;2329;3;0;6543;19387
16.12.2019 01:00; 16.12.2019 01:15;9119;3810;2133;3;0;6521;18919
16.12.2019 01:15; 16.12.2019 01:30;9129;3840;2040;3;0;6447;18563
16.12.2019 01:30; 16.12.2019 01:45;9118;3813;2034;3;0;6488;18349
16.12.2019 01:45; 16.12.2019 02:00;9092;3832;2032;3;0;6548;18185
16.12.2019 02:00; 16.12.2019 02:15;9089;3923;2027;3;0;6574;18089
16.12.2019 02:15; 16.12.2019 02:30;9106;3916;2003;3;0;6557;17978
16.12.2019 02:30; 16.12.2019 02:45;9138;3923;2007;3;0;6589;17633
16.12.2019 02:45; 16.12.2019 03:00;9076;3919;2007;3;0;6671;17484
16.12.2019 03:00; 16.12.2019 03:15;9229;3894;2216;3;0;6624;17431
16.12.2019 03:15; 16.12.2019 03:30;9257;3897;2333;3;0;6600;17222
16.12.2019 03:30; 16.12.2019 03:45;9094;3900;2424;3;0;6588;17145
16.12.2019 03:45; 16.12.2019 04:00;8979;3903;2468;3;0;6572;17303
16.12.2019 04:00; 16.12.2019 04:15;8565;4059;2899;3;0;6549;17563
16.12.2019 04:15; 16.12.2019 04:30;8426;4054;3222;3;0;6484;17762
16.12.2019 04:30; 16.12.2019 04:45;8344;4133;3589;3;0;6436;17470
16.12.2019 04:45; 16.12.2019 05:00;8292;4145;4025;3;0;6425;17463
16.12.2019 05:00; 16.12.2019 05:15;8434;4256;4022;3;0;6475;17484
16.12.2019 05:15; 16.12.2019 05:30;8707;4409;4126;3;0;6547;17209
16.12.2019 05:30; 16.12.2019 05:45;9060;4539;4229;3;0;6561;17027
16.12.2019 05:45; 16.12.2019 06:00;9451;4640;4393;3;0;6548;17274
16.12.2019 06:00; 16.12.2019 06:15;10165;5223;5071;3;0;6488;17957
16.12.2019 06:15; 16.12.2019 06:30;10904;5522;5873;3;0;6142;18032
16.12.2019 06:30; 16.12.2019 06:45;11196;6014;6393;3;0;5887;17906
16.12.2019 06:45; 16.12.2019 07:00;11352;6475;6908;3;0;5828;17875
16.12.2019 07:00; 16.12.2019 07:15;11694;7031;7300;3;0;5730;18059
16.12.2019 07:15; 16.12.2019 07:30;12077;7267;7825;3;0;5533;17819
16.12.2019 07:30; 16.12.2019 07:45;12241;7667;8228;3;0;5466;17893
16.12.2019 07:45; 16.12.2019 08:00;12315;8410;8543;3;0;5360;17907
16.12.2019 08:00; 16.12.2019 08:15;12389;9168;8694;3;15;5345;17933
16.12.2019 08:15; 16.12.2019 08:30;12424;9682;8926;3;129;5321;18162
16.12.2019 08:30; 16.12.2019 08:45;12461;9797;9087;3;357;5463;18106
16.12.2019 08:45; 16.12.2019 09:00;12536;10046;8950;3;729;5485;18125
16.12.2019 09:00; 16.12.2019 09:15;12699;9922;8806;3;1268;5509;18116
16.12.2019 09:15; 16.12.2019 09:30;12785;9911;8786;3;1893;5488;17840
16.12.2019 09:30; 16.12.2019 09:45;12937;9864;8813;3;2547;5274;17438
16.12.2019 09:45; 16.12.2019 10:00;12994;9917;8753;3;3167;5297;17191
16.12.2019 10:00; 16.12.2019 10:15;13177;9817;8851;3;3763;5329;16758
16.12.2019 10:15; 16.12.2019 10:30;13227;9817;8886;3;4194;5293;16456
16.12.2019 10:30; 16.12.2019 10:45;13359;9847;8916;3;4546;5294;15912
16.12.2019 10:45; 16.12.2019 11:00;13562;9833;8923;3;4743;5294;15408
16.12.2019 11:00; 16.12.2019 11:15;13706;9826;8889;3;5033;5305;14881
16.12.2019 11:15; 16.12.2019 11:30;13709;9841;9030;3;5234;5247;14258
16.12.2019 11:30; 16.12.2019 11:45;13919;9837;9004;3;5467;5205;13806
16.12.2019 11:45; 16.12.2019 12:00;14080;9838;8924;3;5814;5191;13216
16.12.2019 12:00; 16.12.2019 12:15;14297;9856;9166;3;6145;5193;12941
16.12.2019 12:15; 16.12.2019 12:30;14454;9828;9171;3;6395;5404;12414
16.12.2019 12:30; 16.12.2019 12:45;14439;9837;9244;3;6513;5573;11900
16.12.2019 12:45; 16.12.2019 13:00;14475;9822;9497;3;6533;5502;11414
16.12.2019 13:00; 16.12.2019 13:15;14446;9884;10012;3;6391;5626;10794
16.12.2019 13:15; 16.12.2019 13:30;14492;9977;10122;3;6038;5556;10381
16.12.2019 13:30; 16.12.2019 13:45;14568;10033;10174;3;5422;5471;10061
16.12.2019 13:45; 16.12.2019 14:00;14529;10046;10235;3;4787;5454;9541
16.12.2019 14:00; 16.12.2019 14:15;14544;10095;10283;3;4094;5435;9247
16.12.2019 14:15; 16.12.2019 14:30;14530;10132;10332;3;3372;5367;9178
16.12.2019 14:30; 16.12.2019 14:45;14504;10185;10348;3;2634;5306;9008
16.12.2019 14:45; 16.12.2019 15:00;14447;10184;10405;3;1914;5163;8858
16.12.2019 15:00; 16.12.2019 15:15;14442;10277;10575;3;1382;5006;8971
16.12.2019 15:15; 16.12.2019 15:30;14473;10435;10584;3;919;4820;8990
16.12.2019 15:30; 16.12.2019 15:45;14550;10522;10619;3;506;4741;8902
16.12.2019 15:45; 16.12.2019 16:00;14559;10568;10633;3;199;4782;8944
16.12.2019 16:00; 16.12.2019 16:15;14533;10618;10628;3;39;4822;9095
16.12.2019 16:15; 16.12.2019 16:30;14556;10833;10773;3;3;4764;9471
16.12.2019 16:30; 16.12.2019 16:45;14552;10947;10875;3;0;4831;9677
16.12.2019 16:45; 16.12.2019 17:00;14597;10930;11014;3;0;4810;9848
16.12.2019 17:00; 16.12.2019 17:15;14590;10907;11240;3;0;4640;10279
16.12.2019 17:15; 16.12.2019 17:30;14594;10858;11424;3;0;4564;10431
16.12.2019 17:30; 16.12.2019 17:45;14193;10882;11537;3;0;4442;10587
16.12.2019 17:45; 16.12.2019 18:00;14084;10873;11645;3;0;4333;10809
16.12.2019 18:00; 16.12.2019 18:15;14157;10748;11607;3;0;4216;11027
16.12.2019 18:15; 16.12.2019 18:30;14225;10624;11519;3;0;4189;11082
16.12.2019 18:30; 16.12.2019 18:45;14162;10529;11620;3;0;4073;11211
16.12.2019 18:45; 16.12.2019 19:00;14189;10373;11683;3;0;3960;11466
16.12.2019 19:00; 16.12.2019 19:15;14224;10156;11644;3;0;3724;11509
16.12.2019 19:15; 16.12.2019 19:30;14226;10037;11628;3;0;3393;11686
16.12.2019 19:30; 16.12.2019 19:45;14258;9980;11556;3;0;3092;12127
16.12.2019 19:45; 16.12.2019 20:00;14203;9968;11499;3;0;2929;11985
16.12.2019 20:00; 16.12.2019 20:15;14147;9804;11379;3;0;2802;11881
16.12.2019 20:15; 16.12.2019 20:30;14014;9775;11156;3;0;2499;11798
16.12.2019 20:30; 16.12.2019 20:45;13999;9764;10928;3;0;2363;11701
16.12.2019 20:45; 16.12.2019 21:00;13984;9774;10488;3;0;2251;11649
16.12.2019 21:00; 16.12.2019 21:15;14027;9468;10039;3;0;2281;11687
16.12.2019 21:15; 16.12.2019 21:30;14067;9030;9691;3;0;2166;11599
16.12.2019 21:30; 16.12.2019 21:45;14071;8712;9464;3;0;1983;11671
16.12.2019 21:45; 16.12.2019 22:00;14046;8628;9153;3;0;1828;11592
16.12.2019 22:00; 16.12.2019 22:15;13966;8672;8940;3;0;1612;11190
16.12.2019 22:15; 16.12.2019 22:30;13931;8671;8616;3;0;1465;10999
16.12.2019 22:30; 16.12.2019 22:45;13985;8573;8451;3;0;1310;10947
16.12.2019 22:45; 16.12.2019 23:00;13990;8510;8235;3;0;1202;10971
16.12.2019 23:00; 16.12.2019 23:15;14011;8433;8097;3;0;982;10915
16.12.2019 23:15; 16.12.2019 23:30;14006;8405;7973;3;0;837;11194
16.12.2019 23:30; 16.12.2019 23:45;13944;8394;7602;3;0;773;11229
